candidate_id,candidate_name,java_score,dotnet_score,data_engineering_score,recommended_subject
18653,Marc Solis,91,86,7,Data Engineering
18654,Douglas Richardson,56,28,96,.NET
18655,Kimberly Davis,100,12,62,.NET
18656,Ernest Sullivan,23,68,28,Java
18657,Tamara Cruz,32,41,80,Java
18658,Brandy Johnson,19,0,39,.NET
18659,Tina Franklin,59,19,44,.NET
18660,Andrew Thomas DDS,47,42,1,Data Engineering
18661,Shawna Stevenson,63,0,48,.NET
18662,Samantha Rojas,29,98,30,Java
18663,Erica Hernandez,72,39,67,.NET
18664,Adam Chapman,16,6,89,.NET
18665,Michael Beasley,99,34,8,Data Engineering
18666,Jamie Kim DVM,13,51,94,Java
18667,Amy Duncan,18,33,9,Data Engineering
18668,Marcus Russell,70,49,50,.NET
18669,Heidi Rivera,58,68,69,Java
18670,Patricia Diaz,66,28,43,.NET
18671,Mark Bond,96,90,25,Data Engineering
18672,Diamond Johnson,43,70,74,Java
18673,Jennifer Allen,31,0,78,.NET
18674,Brenda Morgan,10,72,83,Java
18675,Susan Mccarty,1,57,77,Java
18676,Lisa Zimmerman,89,64,20,Data Engineering
18677,Bonnie Wells,67,90,90,Java
18678,Calvin Morgan,16,16,29,Java
18679,Maria Mcdonald,80,61,70,.NET
18680,Devin Rose,91,95,100,Java
18681,Joshua Rodriguez,93,93,14,Data Engineering
18682,Rebecca Dunn,39,78,79,Java
18683,Bradley Terrell,86,41,58,.NET
18684,Adam Stephens,45,27,83,.NET
18685,Breanna Costa,87,2,83,.NET
18686,Stephen Mcmillan,92,91,85,Data Engineering
18687,Joseph Klein,3,4,69,Java
18688,Keith Wilson,37,65,19,Data Engineering
18689,Craig Kaiser,62,53,68,.NET
18690,Matthew Hughes,28,37,52,Java
18691,Wesley Stephens,18,79,74,Java
18692,Keith Andrews,90,43,1,Data Engineering
18693,Angela Graham,28,80,29,Java
18694,Dustin Rodriguez,99,75,7,Data Engineering
18695,Christopher Pierce,34,89,39,Java
18696,Michelle White,69,56,7,Data Engineering
18697,Mike Holt,22,70,16,Data Engineering
18698,Danielle Moore,45,23,98,.NET
18699,Gene Jackson,43,79,29,Data Engineering
18700,Adam Oliver,47,81,0,Data Engineering
18701,Theresa Cisneros,51,58,68,Java
18702,Jessica Moreno,7,7,63,Java
18703,Melissa Miller,54,90,79,Java
18704,Charles Rivera,65,89,35,Data Engineering
18705,Samantha Nelson,76,94,78,Java
18706,Jon Howard,39,81,48,Java
18707,Angela Smith,84,1,80,.NET
18708,Lee Hoffman,30,40,76,Java
18709,Katherine Page,47,86,23,Data Engineering
18710,Jamie Schwartz,99,55,3,Data Engineering
18711,Robert Shaw,60,47,76,.NET
18712,Shannon Moore,51,21,61,.NET
18713,John Castillo,37,96,8,Data Engineering
18714,Maria Ruiz,90,17,25,.NET
18715,Amy Chaney,35,78,46,Java
18716,Nicole Andersen,86,40,15,Data Engineering
18717,Sydney Davis,54,66,36,Data Engineering
18718,Christopher Howell,84,47,69,.NET
18719,James Peterson,12,22,10,Data Engineering
18720,Keith Brown,36,1,1,.NET
18721,Shannon Palmer,46,3,93,.NET
18722,Cody Morton,89,25,82,.NET
18723,Maria Melendez,70,18,22,.NET
18724,George Greene,21,48,46,Java
18725,Melanie Reyes,38,73,61,Java
18726,Kristin Brown,86,85,75,Data Engineering
18727,Charles Burke,57,52,38,Data Engineering
18728,Tammy Stone,29,5,5,.NET
18729,Brandi Turner,17,61,35,Java
18730,Robert Shields,17,0,61,.NET
18731,Gary Riley,73,15,59,.NET
18732,Robert Reynolds,38,51,78,Java
18733,Miss Carla Simpson,93,6,35,.NET
18734,Alexander Keller,25,87,76,Java
18735,Amy Page,70,34,71,.NET
18736,William Garcia,6,77,88,Java
18737,Elizabeth Gutierrez,68,67,87,.NET
18738,Brittany Jenkins,64,14,30,.NET
18739,Robert Miller,45,56,39,Data Engineering
18740,Anthony Shelton,17,22,59,Java
18741,Mary Lowe,12,82,12,Java
18742,Stacy Daniels,24,77,92,Java
18743,Jacqueline Murphy,7,90,95,Java
18744,Carol Morrison,73,99,36,Data Engineering
18745,Lori Hubbard,31,85,60,Java
18746,James Simpson,16,10,17,.NET
18747,Victoria Vaughn,78,3,89,.NET
18748,Valerie Rojas,78,57,17,Data Engineering
18749,Stephanie Wright,47,95,33,Data Engineering
18750,Rachel Dennis,62,39,53,.NET
18751,Taylor Mcfarland,39,57,30,Data Engineering
18752,Lynn Gregory,83,87,78,Data Engineering
18753,Alexander Hutchinson,14,97,36,Java
18754,Carrie Harris,98,66,83,.NET
18755,Kimberly Wilson,5,37,91,Java
18756,Jessica Simpson,93,1,67,.NET
18757,Victoria Pineda,62,86,71,Java
18758,Tara Alvarez,7,39,57,Java
18759,Kristen Harris,94,83,81,Data Engineering
18760,Amber Thomas,31,55,95,Java
18761,Jose Brown,44,71,52,Java
18762,Joseph Bennett,51,34,86,.NET
18763,Angela Davis,78,48,61,.NET
18764,Teresa Cooke,81,66,78,.NET
18765,Phillip Reed,12,95,6,Data Engineering
18766,Derek Howell,23,94,30,Java
18767,Joseph Mendoza PhD,39,43,95,Java
18768,Ashley Barry,13,30,39,Java
18769,Sheila Garcia,91,64,77,.NET
18770,Carlos Edwards,74,75,82,Java
18771,Tammy Bennett,69,17,49,.NET
18772,Lindsey Cole,61,87,79,Java
18773,Eric Guzman,88,35,8,Data Engineering
18774,Jennifer Johnson,60,61,64,Java
18775,Christopher Cox,0,28,24,Java
18776,David Bates,88,88,7,Data Engineering
18777,Eric George DDS,65,22,38,.NET
18778,Daniel Santos,31,2,31,.NET
18779,Cheyenne Mooney,12,29,7,Data Engineering
18780,Amy Martinez,32,80,12,Data Engineering
18781,Jeffrey Bailey,31,44,66,Java
18782,Meghan Vargas,55,48,65,.NET
18783,Kevin Mcguire,23,93,27,Java
18784,Cody Casey,90,18,3,Data Engineering
18785,Elizabeth Smith,3,63,22,Java
18786,Kim James,87,4,33,.NET
18787,Barbara Williams,22,55,54,Java
18788,Lori Smith,28,33,70,Java
18789,Ann Boyd,97,72,93,.NET
18790,Diane Mcfarland,20,47,57,Java
18791,Alexandra Jenkins,29,25,72,.NET
18792,Jeffrey Mathews,89,4,18,.NET
18793,Brenda Sanchez,19,87,8,Data Engineering
18794,Justin Horton,15,30,22,Java
18795,Jennifer Martinez,66,23,74,.NET
18796,Denise Smith,48,84,12,Data Engineering
18797,Amanda Brown,100,21,92,.NET
18798,Thomas Woodward,57,21,30,.NET
18799,Michelle Price,43,84,71,Java
18800,Gina Castro,24,56,18,Data Engineering
18801,Charles Christensen,22,29,4,Data Engineering
18802,Randy Reed,58,46,90,.NET
18803,Haley Ryan,0,73,38,Java
18804,Laura Fisher,96,66,13,Data Engineering
18805,Kellie Gentry,14,38,21,Java
18806,Mark Jefferson,80,92,21,Data Engineering
18807,Linda Cole,97,88,4,Data Engineering
18808,Antonio Oconnor,80,65,61,Data Engineering
18809,Tracie Coleman,51,76,51,Java
18810,Edward Wheeler,57,90,79,Java
18811,Kenneth Petersen,40,28,38,.NET
18812,Wendy Rangel,43,13,25,.NET
18813,Michael Rodriguez,3,3,79,Java
18814,Teresa Horn,76,71,55,Data Engineering
18815,Mason Miller DDS,67,4,11,.NET
18816,Stephanie Turner,6,43,79,Java
18817,Nancy Hamilton,45,90,48,Java
18818,Mark Jones,8,23,11,Java
18819,Joshua Silva,86,97,95,Java
18820,Mark Carson,32,27,4,Data Engineering
18821,John Walker,32,23,99,.NET
18822,Francisco Fernandez,83,4,91,.NET
18823,William Wallace,3,12,50,Java
18824,Amber Martin,64,81,3,Data Engineering
18825,Emily Sanders,33,54,92,Java
18826,Rhonda Hernandez,90,80,82,.NET
18827,Brent Nelson,84,29,24,Data Engineering
18828,Cynthia Hutchinson,87,82,98,.NET
18829,Barbara Grant,78,85,23,Data Engineering
18830,Eddie Hawkins,98,48,55,.NET
18831,Shawn Hodge,63,81,18,Data Engineering
18832,Mark Levy,24,89,22,Data Engineering
18833,Elizabeth Gray,54,14,94,.NET
18834,Ashley Werner,8,91,82,Java
18835,Brandon Gibbs,16,29,95,Java
18836,Mark Keller,20,27,76,Java
18837,Stephanie Johnson,59,83,45,Data Engineering
18838,Jacob Hicks,12,3,17,.NET
18839,Lisa Smith,2,67,60,Java
18840,Russell Duncan,67,100,70,Java
18841,David Thomas,3,14,44,Java
18842,Amanda Ward,91,33,87,.NET
18843,Anna Moore,6,74,45,Java
18844,Stephanie Davis,25,86,16,Data Engineering
18845,Frederick Gonzalez,74,98,14,Data Engineering
18846,Gregory Gutierrez,23,42,72,Java
18847,Julie Summers,9,98,33,Java
18848,Yvonne Chung,100,74,98,.NET
18849,Elizabeth Benson,12,60,7,Data Engineering
18850,John Barnes,43,62,49,Java
18851,Megan Williams,38,1,10,.NET
18852,Sheri Fuller,18,51,87,Java
18853,Jeff Evans,50,51,41,Data Engineering
18854,Kirk Kim,18,14,93,.NET
18855,Angela Pace,75,39,84,.NET
18856,Latoya Hayes,51,27,42,.NET
18857,Ryan Morgan,85,94,34,Data Engineering
18858,Patrick Baker,46,95,58,Java
18859,Deanna Allen,100,97,11,Data Engineering
18860,Tina Colon,29,54,72,Java
18861,Kristy Berg,45,49,11,Data Engineering
18862,Daniel Nunez,75,21,27,.NET
18863,Judy Woods,92,28,92,.NET
18864,Patricia Bennett,20,71,45,Java
18865,Shawn Powell,74,85,39,Data Engineering
18866,Danielle Wood,100,11,98,.NET
18867,Scott Johnson,47,86,28,Data Engineering
18868,Joshua Pearson,61,37,69,.NET
18869,William Walters,57,1,15,.NET
18870,Michelle Lane,17,11,45,.NET
18871,Elizabeth Jones,58,54,91,.NET
18872,Tony Kaufman,90,84,64,Data Engineering
18873,Nicholas Salazar,100,11,28,.NET
18874,Eric Flores,47,94,51,Java
18875,Bruce Daniel MD,62,8,39,.NET
18876,Malik Klein,11,78,5,Data Engineering
18877,Christopher Bennett,86,31,26,Data Engineering
18878,Kristi Jones,33,72,36,Java
18879,Dr. Daniel Malone,60,87,21,Data Engineering
18880,Kimberly Sosa,86,7,6,Data Engineering
18881,Carol Brown,52,27,0,Data Engineering
18882,Jasmine Lozano,24,55,76,Java
18883,Michael Joseph,61,81,47,Data Engineering
18884,Dr. Garrett Hickman,3,100,50,Java
18885,Matthew Rose,93,35,13,Data Engineering
18886,Ricky Wilson,93,36,78,.NET
18887,Nancy Jackson,12,31,11,Data Engineering
18888,Robin Walters,41,84,48,Java
18889,David Watson,48,38,40,.NET
18890,Ryan Moore,77,48,67,.NET
18891,Teresa Garcia,55,92,84,Java
18892,Jacqueline Berger,46,17,1,Data Engineering
18893,Valerie Roman,7,22,84,Java
18894,Duane Vincent,54,32,61,.NET
18895,Jennifer Harris,87,72,56,Data Engineering
18896,Emily Kennedy,17,50,13,Data Engineering
18897,Wendy Cruz,34,42,43,Java
18898,Kimberly Chavez,88,3,65,.NET
18899,Kurt Martinez,80,79,74,Data Engineering
18900,Nancy Moore,31,66,36,Java
18901,Angela Ramos,23,71,77,Java
18902,Nicolas Morales,6,79,46,Java
18903,Sara Combs,12,1,60,.NET
18904,Cynthia Graham,90,44,83,.NET
18905,Carrie Hernandez,68,82,98,Java
18906,Tammy Johnson,99,87,26,Data Engineering
18907,Anthony Gonzalez,89,79,48,Data Engineering
18908,Kevin Perry,41,39,59,.NET
18909,Tara Lopez,30,1,69,.NET
18910,John Gomez,73,31,70,.NET
18911,Erica Andrews,25,0,44,.NET
18912,Jennifer Wolfe,85,17,0,Data Engineering
18913,Jessica Rios,75,63,12,Data Engineering
18914,Ashley Smith,31,31,37,Java
18915,Anthony Wilson DDS,90,8,16,.NET
18916,Julie Hudson,96,54,99,.NET
18917,Gordon Allen,51,66,37,Data Engineering
18918,William Rush,19,23,0,Data Engineering
18919,Barbara Jacobson,39,10,0,Data Engineering
18920,David Ware,58,27,82,.NET
18921,Joel Long,76,15,29,.NET
18922,Penny Crawford,13,92,76,Java
18923,Tara Smith,43,11,6,Data Engineering
18924,Patrick Dickson,85,67,19,Data Engineering
18925,Wendy Cruz,81,89,43,Data Engineering
18926,Daniel Johnson,47,3,72,.NET
18927,Debra Cox,92,74,12,Data Engineering
18928,John Wise,42,65,38,Data Engineering
18929,Nicole Warner,15,30,19,Java
18930,Michael Lawson,34,55,88,Java
18931,Linda Herrera,52,49,4,Data Engineering
18932,William Allison,33,66,51,Java
18933,Antonio Hill,2,88,24,Java
18934,Rose Phillips,67,97,11,Data Engineering
18935,Rachel King,4,0,89,.NET
18936,Amanda Jones,9,68,55,Java
18937,Catherine Lucero,51,38,85,.NET
18938,Timothy Keith,28,51,0,Data Engineering
18939,Alicia West,95,94,71,Data Engineering
18940,Elizabeth Pope,30,35,99,Java
18941,Angela Watts,65,66,48,Data Engineering
18942,Rhonda Ellis,75,11,66,.NET
18943,Lisa Anderson,90,60,21,Data Engineering
18944,Adam Curtis,68,79,84,Java
18945,Taylor Barrera,36,71,84,Java
18946,Brian Hernandez,26,10,30,.NET
18947,Travis Rivera,86,13,0,Data Engineering
18948,Dan Austin,32,90,26,Data Engineering
18949,Nichole Edwards,67,81,1,Data Engineering
18950,Brandon Edwards,58,53,92,.NET
18951,Bryan Gordon,63,7,0,Data Engineering
18952,Raymond Hansen,84,32,41,.NET
18953,Jonathan Ward,87,3,7,.NET
18954,Daniel Aguilar,43,29,34,.NET
18955,Debra Lynch,94,83,34,Data Engineering
18956,Michelle Cole,87,93,6,Data Engineering
18957,Jason Pitts,48,90,22,Data Engineering
18958,John Moreno,52,88,22,Data Engineering
18959,Kelli Pace,73,53,45,Data Engineering
18960,Julia Williams,48,5,18,.NET
18961,Danny Wong,65,4,78,.NET
18962,Javier Santiago,94,77,71,Data Engineering
18963,Kelly Mitchell,62,50,96,.NET
18964,Vanessa Perez,24,13,98,.NET
18965,Jill Klein,3,33,12,Java
18966,John Rodriguez,50,40,49,.NET
18967,David Taylor,10,88,30,Java
18968,William Ross,16,38,70,Java
18969,Matthew Adams,65,17,83,.NET
18970,Thomas Sloan,69,19,37,.NET
18971,Jessica Lin,72,7,56,.NET
18972,Brian Mejia,68,25,7,Data Engineering
18973,James Kennedy,83,84,99,Java
18974,Todd Stephens,28,26,13,Data Engineering
18975,Amy Hardy,84,31,93,.NET
18976,Julie Huffman,72,41,50,.NET
18977,Alice Murphy,91,49,8,Data Engineering
18978,Julia Weber DDS,71,80,12,Data Engineering
18979,Nicole Kidd,94,48,75,.NET
18980,Reginald Roberts,19,64,65,Java
18981,Alex Poole,26,62,37,Java
18982,Douglas Logan,7,26,20,Java
18983,Roger Lowery,84,99,28,Data Engineering
18984,Dennis Hamilton,60,74,83,Java
18985,Dr. Jack Hoffman,27,34,49,Java
18986,Jennifer Greer,86,37,63,.NET
18987,Susan Atkins,69,37,8,Data Engineering
18988,Melissa Huffman,2,41,14,Java
18989,Kelly Bowers,68,41,52,.NET
18990,Andrea Harris,72,48,96,.NET
18991,Jennifer Nelson,6,56,52,Java
18992,Amanda Grant,59,99,70,Java
18993,Angela Price,3,53,2,Data Engineering
18994,Stanley Santiago,4,9,86,Java
18995,Kelly Sanchez,10,59,21,Java
18996,Darren Anderson,14,39,38,Java
18997,Shelby Rocha,63,0,76,.NET
18998,Cheryl Atkins MD,97,85,8,Data Engineering
18999,Eric Guzman,12,63,33,Java
19000,Janet Lozano,6,80,11,Java
19001,Brandy Bowen,5,11,33,Java
19002,Christine Clarke,55,56,44,Data Engineering
19003,Lauren Petersen,63,76,96,Java
19004,Michele Mueller DDS,49,88,49,Java
19005,Michael Brooks,29,25,98,.NET
19006,Christopher Sanders,21,39,27,Java
19007,Christina Mata,24,42,38,Java
19008,Kathryn Ward,27,96,2,Data Engineering
19009,Amanda Woods,83,71,46,Data Engineering
19010,Tyler Brooks Jr.,38,12,11,Data Engineering
19011,Mark Stone,66,89,42,Data Engineering
19012,Katherine Schaefer,4,55,76,Java
19013,Lisa Sloan,64,16,66,.NET
19014,Jonathan Meyers,14,87,17,Java
19015,Russell Terrell,89,23,89,.NET
19016,Jacqueline Barnes,66,75,9,Data Engineering
19017,Lisa Collins,39,94,3,Data Engineering
19018,Elizabeth Willis,97,57,100,.NET
19019,Melissa Brown,68,79,11,Data Engineering
19020,Cynthia Norris,94,60,52,Data Engineering
19021,Lindsay Williams,76,79,50,Data Engineering
19022,Brian Benitez,42,93,15,Data Engineering
19023,Brenda Garcia,0,27,16,Java
19024,Rose Warren,21,66,94,Java
19025,Brenda Chang,61,96,25,Data Engineering
19026,Peter Hernandez,78,50,1,Data Engineering
19027,Cory Anderson,25,87,28,Java
19028,James Gibbs,17,93,93,Java
19029,Mr. Michael House,47,91,46,Data Engineering
19030,Sarah Smith,8,38,10,Java
19031,Heather Miranda,0,65,100,Java
19032,Monica Johnson,8,76,33,Java
19033,Sandra King,22,100,70,Java
19034,Dr. Raymond Greene DVM,44,73,28,Data Engineering
19035,Sierra Ramos,1,39,96,Java
19036,Michael Brown,13,12,48,.NET
19037,Jonathan Robertson,37,18,90,.NET
19038,Kathryn Tucker,39,5,15,.NET
19039,Katie Lewis,62,17,80,.NET
19040,Jeffrey Rodriguez,81,8,74,.NET
19041,Mckenzie Hogan,15,80,13,Data Engineering
19042,Cathy Rose,92,67,12,Data Engineering
19043,Sara Sanders,74,53,34,Data Engineering
19044,Dawn Rivera,5,49,89,Java
19045,Steve Pope,2,69,51,Java
19046,Gabriela Hampton,13,10,24,.NET
19047,Catherine Ortiz,65,54,58,.NET
19048,Amanda Tucker,95,41,75,.NET
19049,Zachary Middleton,94,89,67,Data Engineering
19050,Lauren Sanchez,74,10,41,.NET
19051,Johnny Wright,85,71,47,Data Engineering
19052,Christopher Morales,66,66,90,Java
19053,Kelly Warner,30,1,44,.NET
19054,Angela Williams,32,81,71,Java
19055,Valerie Allen,87,65,71,.NET
19056,Amanda Christensen,0,25,28,Java
19057,Meghan Frazier,43,75,2,Data Engineering
19058,Deanna Martinez,14,36,20,Java
19059,Jessica Mahoney,36,89,30,Data Engineering
19060,Dwayne Nichols,26,35,12,Data Engineering
19061,Ruben Hernandez,47,15,94,.NET
19062,Richard Jackson,26,77,80,Java
19063,Tammy Pugh,11,65,47,Java
19064,Kevin Johnson,66,20,95,.NET
19065,Samuel Strong,29,6,23,.NET
19066,Roger Rivera,95,10,1,Data Engineering
19067,David Hudson,86,55,2,Data Engineering
19068,Jacqueline Howell,65,43,25,Data Engineering
19069,Nathaniel Smith,6,53,1,Data Engineering
19070,Jeremy Berry,33,92,32,Data Engineering
19071,John Barry,31,56,33,Java
19072,Elizabeth Gonzales,38,57,89,Java
19073,Mark Farrell,95,36,97,.NET
19074,Benjamin Lee,42,47,37,Data Engineering
19075,Jessica Shepard,42,61,77,Java
19076,Andrew Rose,77,38,94,.NET
19077,Adam Stevens,2,91,19,Java
19078,Luke Thompson,45,63,9,Data Engineering
19079,Mary Young DVM,31,67,83,Java
19080,Ryan Mitchell,42,67,32,Data Engineering
19081,Mary Carter MD,99,26,44,.NET
19082,Rachel Morris,80,69,59,Data Engineering
19083,Cody Romero,2,97,65,Java
19084,Nicole Stevenson,73,81,60,Data Engineering
19085,Holly Mcintosh,62,59,50,Data Engineering
19086,Taylor Mitchell,39,43,11,Data Engineering
19087,Bonnie Murphy,17,29,79,Java
19088,Stacey Martin,66,96,8,Data Engineering
19089,John Hogan,61,57,10,Data Engineering
19090,Michael Stuart,9,83,20,Java
19091,Timothy Baker,51,35,75,.NET
19092,Kyle Rubio,72,4,67,.NET
19093,Robert Vasquez,45,98,25,Data Engineering
19094,Dawn Jones,54,18,62,.NET
19095,Paul Morrison,45,11,18,.NET
19096,Carlos Mckee,74,89,16,Data Engineering
19097,Jason Santiago,59,59,43,Data Engineering
19098,Ashley Cross,96,82,60,Data Engineering
19099,Jerry Flores,99,10,0,Data Engineering
19100,Bryan Hicks,25,52,71,Java
19101,Jamie Gray,26,19,57,.NET
19102,Joel Whitaker,37,72,93,Java
19103,Tyrone Jennings,21,83,40,Java
19104,David Cannon,25,26,23,Data Engineering
19105,Richard Morrow MD,85,57,42,Data Engineering
19106,Samantha Fields,68,4,80,.NET
19107,Jessica Juarez,34,73,93,Java
19108,Thomas Perez DDS,65,8,8,.NET
19109,William Wilkinson,98,88,65,Data Engineering
19110,Ann Perez,72,76,89,Java
19111,Frances Watson,50,31,31,.NET
19112,Joshua Jackson DVM,17,71,90,Java
19113,Peter Sharp,42,53,40,Data Engineering
19114,Lauren Humphrey MD,11,44,10,Data Engineering
19115,Paula Bonilla,2,26,64,Java
19116,Jeffrey Smith,81,85,100,Java
19117,David Cruz,6,27,17,Java
19118,Marilyn Davis,96,17,7,Data Engineering
19119,Steven George,5,86,26,Java
19120,Molly Reid,81,30,81,.NET
19121,Jonathon Andrade,44,40,8,Data Engineering
19122,Wanda Powell,85,33,1,Data Engineering
19123,Michael Young,38,6,80,.NET
19124,Teresa Salas,50,4,74,.NET
19125,Breanna Zhang,8,20,45,Java
19126,Hannah Garner,98,5,69,.NET
19127,Jorge Smith,22,44,4,Data Engineering
19128,Joseph Pineda,11,34,11,Java
19129,Jason Parker,87,86,43,Data Engineering
19130,James Lyons,61,2,41,.NET
19131,Samuel Allen,72,32,98,.NET
19132,Zachary Rodriguez,76,37,87,.NET
19133,Kyle Sanders,39,86,29,Data Engineering
19134,Michelle Mason,53,79,51,Data Engineering
19135,Kristen Gordon,80,88,80,Java
19136,Virginia Gonzalez,6,15,46,Java
19137,Brandi King,16,88,35,Java
19138,Michael Hernandez,49,70,69,Java
19139,Matthew Chapman,23,7,31,.NET
19140,Eric Vasquez,1,2,97,Java
19141,Gina Cox,98,68,43,Data Engineering
19142,Laura Romero,91,18,15,Data Engineering
19143,Denise Mccoy,82,6,70,.NET
19144,Lisa Vega,32,85,95,Java
19145,Terry Garcia,20,89,16,Data Engineering
19146,Teresa Watson,73,49,31,Data Engineering
19147,David Williams,52,88,13,Data Engineering
19148,Kayla Sanchez,45,5,25,.NET
19149,Dr. Jodi Clark DVM,44,4,72,.NET
19150,Jason Reed,8,60,12,Java
19151,Jonathon Baker,5,85,88,Java
19152,Michael Gilmore,50,94,11,Data Engineering
19153,Phillip Mcclain,34,57,44,Java
19154,Joann Morgan,81,21,15,Data Engineering
19155,Cynthia Baker,52,56,93,Java
19156,Madison Ross,18,74,51,Java
19157,Daniel Bray,68,31,20,Data Engineering
19158,Cory Smith,24,16,23,.NET
19159,Catherine Jackson,10,57,42,Java
19160,David Wells,73,40,4,Data Engineering
19161,Robert Brennan,16,21,32,Java
19162,Jessica Anderson,35,79,30,Data Engineering
19163,Nathan Smith,89,41,8,Data Engineering
19164,Lindsey Diaz,94,78,34,Data Engineering
19165,Trevor Martin,95,7,7,.NET
19166,Jessica Smith,20,45,74,Java
19167,Heidi Bryant,17,47,16,Data Engineering
19168,Jared Reynolds,59,2,79,.NET
19169,Jesse Vargas,17,76,19,Java
19170,Julie Phelps,0,29,90,Java
19171,Erika Hoffman,13,27,77,Java
19172,Kevin Thomas,7,72,21,Java
19173,Linda Schmidt,65,75,53,Data Engineering
19174,Amber Boyd,50,24,70,.NET
19175,Shelby Rodriguez,78,36,74,.NET
19176,Ashlee Yu,59,84,80,Java
19177,Joshua Jackson,33,50,76,Java
19178,Faith Mills,35,38,80,Java
19179,Jaime Sims,61,82,74,Java
19180,Jason Crawford,0,71,67,Java
19181,Rebecca Guerra,84,66,79,.NET
19182,Stephanie Foster,41,85,30,Data Engineering
19183,John Mendoza,0,0,84,Java
19184,Daniel Lopez,95,37,96,.NET
19185,Becky Kennedy MD,83,51,12,Data Engineering
19186,Tammie Cook,53,62,28,Data Engineering
19187,Sean Haney,46,51,78,Java
19188,Abigail James,99,82,9,Data Engineering
19189,Bryan Guerra,38,84,32,Data Engineering
19190,Caroline Gonzalez,29,59,14,Data Engineering
19191,Frederick Turner,6,12,76,Java
19192,Jonathan Chavez,21,90,34,Java
19193,Eric Martinez,49,16,53,.NET
19194,Sarah Burns,44,83,20,Data Engineering
19195,Eric Murray,73,29,29,.NET
19196,Stephanie Mack,71,37,45,.NET
19197,Patricia Anderson,90,10,41,.NET
19198,Melissa Butler,9,26,70,Java
19199,Veronica Burns,13,37,48,Java
19200,Andrea Hughes,45,27,23,Data Engineering
19201,Benjamin Erickson Jr.,74,25,79,.NET
19202,Cynthia Perry,5,32,68,Java
19203,Kathleen Carr,20,31,5,Data Engineering
19204,Thomas Dennis,61,53,1,Data Engineering
19205,John Jackson,96,24,2,Data Engineering
19206,Kimberly Davis PhD,18,23,52,Java
19207,James Norton,87,39,9,Data Engineering
19208,Benjamin Dixon,81,26,23,Data Engineering
19209,Tiffany Chapman,98,45,32,Data Engineering
19210,Eric Shepherd,61,85,83,Java
19211,Shannon Wilson,100,83,21,Data Engineering
19212,Courtney Wall,82,96,60,Data Engineering
19213,Elizabeth Price,52,68,95,Java
19214,Jeremy Wilkins,23,92,93,Java
19215,Austin Bates,55,68,66,Java
19216,Johnathan Fernandez,61,38,3,Data Engineering
19217,Karen Fernandez,33,80,50,Java
19218,Anthony Martinez,21,28,3,Data Engineering
19219,Charles Rogers,67,74,38,Data Engineering
19220,Taylor Jordan,56,85,30,Data Engineering
19221,Ronald Medina,9,30,56,Java
19222,Austin Jackson,65,64,72,.NET
19223,Stuart Price,7,14,29,Java
19224,Daniel Gonzales,96,82,92,.NET
19225,Kristy Griffin MD,37,73,88,Java
19226,James West,61,8,38,.NET
19227,Mark Fleming,27,12,98,.NET
19228,Brian Brown,9,44,24,Java
19229,Tammy Harper,44,89,57,Java
19230,Anna Pierce,64,5,100,.NET
19231,Jeffrey Jimenez,97,43,35,Data Engineering
19232,Christopher Nicholson,66,1,10,.NET
19233,Rebekah Spencer,8,28,89,Java
19234,Jesus Holt,4,47,45,Java
19235,Manuel Nelson,9,11,88,Java
19236,Tina Ball,11,86,20,Java
19237,Andre Curtis,81,66,1,Data Engineering
19238,Tammy Wilson,57,49,73,.NET
19239,Karen Baldwin,20,10,38,.NET
19240,Stephanie Jackson,20,4,98,.NET
19241,Alex Martinez,64,44,32,Data Engineering
19242,Stacey Williams,2,73,30,Java
19243,Charlene Potter,68,46,3,Data Engineering
19244,Audrey Scott,88,5,66,.NET
19245,Christina Jordan,63,79,68,Java
19246,Thomas Wallace,48,94,80,Java
19247,Ashley Lewis,71,86,12,Data Engineering
19248,Michelle Bradshaw,16,93,64,Java
19249,Daniel Holt,72,83,44,Data Engineering
19250,Tyler Gibbs,31,88,38,Java
19251,Scott Davis,69,98,86,Java
19252,Justin Cohen,20,68,88,Java
19253,Steven Garcia,6,62,52,Java
19254,Ian Salazar,6,66,30,Java
19255,Kyle Porter,26,46,12,Data Engineering
19256,Alan Malone,7,33,0,Data Engineering
19257,Connor Rich,72,11,97,.NET
19258,Melissa Davis,27,26,28,.NET
19259,Katherine Stevens,78,68,60,Data Engineering
19260,Candice Rodriguez,65,85,94,Java
19261,Matthew Kent,70,67,71,.NET
19262,Rebecca Mitchell,46,27,1,Data Engineering
19263,Russell Griffin,81,70,11,Data Engineering
19264,Tina Brown,85,44,55,.NET
19265,Ashley Hayden,9,97,96,Java
19266,Elizabeth Salinas,32,1,93,.NET
19267,Wesley Kelley,6,8,40,Java
19268,Michelle Martin,2,78,26,Java
19269,Jasmine Sherman,13,30,88,Java
19270,Javier Pena,43,35,37,.NET
19271,Angela Walls,45,14,96,.NET
19272,Lisa Torres,60,96,51,Data Engineering
19273,Jimmy Aguilar,35,61,79,Java
19274,Kyle Steele,12,30,31,Java
19275,Timothy Diaz,15,26,87,Java
19276,Dr. Sabrina Williamson,79,1,1,.NET
19277,Timothy Rivera PhD,4,72,65,Java
19278,Ronald Thomas II,88,42,19,Data Engineering
19279,Tracy Dunn,37,0,56,.NET
19280,Robert Turner,49,82,61,Java
